YearEnd,COUNT(LocationDesc),LocationDesc,Question,AVG(DataValue),StratificationCategory1,Stratification1
2015,2,Missouri,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,37.1,Race/Ethnicity,Hispanic
2015,2,Missouri,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,32.6,Gender,Male
2015,2,Missouri,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,27.35,Race/Ethnicity,Multiracial
2015,2,Missouri,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,26.4,Race/Ethnicity,Other
2015,2,Missouri,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,31.85,Overall,Overall
2015,2,Missouri,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,32.4,Race/Ethnicity,Caucasian
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,38.25,Gender,Female
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,42.45,Race/Ethnicity,Hispanic
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,41.4,Gender,Male
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,44.75,Race/Ethnicity,Multiracial
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,35.4,Race/Ethnicity,Other
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,39.8,Overall,Overall
2015,2,Montana,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,40,Race/Ethnicity,Caucasian
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,26.75,Race/Ethnicity,African American
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,29.1,Gender,Female
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,21.5,Race/Ethnicity,Hispanic
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,29.35,Gender,Male
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,35.4,Race/Ethnicity,Multiracial
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,26.75,Race/Ethnicity,Other
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,29.2,Overall,Overall
2015,2,Nebraska,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,30,Race/Ethnicity,Caucasian
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,42.8,Race/Ethnicity,African American
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,33.4,Gender,Female
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,30.7,Race/Ethnicity,Hispanic
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,39.7,Gender,Male
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,46,Race/Ethnicity,Multiracial
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,40.45,Race/Ethnicity,Other
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,36.55,Overall,Overall
2015,2,Nevada,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,37.4,Race/Ethnicity,Caucasian
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,36,Gender,Female
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,40.7,Race/Ethnicity,Hispanic
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,38.15,Gender,Male
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,25.2,Race/Ethnicity,Multiracial
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,26.65,Race/Ethnicity,Other
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,36.95,Overall,Overall
2015,2,New Hampshire,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,37.1,Race/Ethnicity,Caucasian
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,29.55,Race/Ethnicity,African American
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,27.8,Gender,Female
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,22.75,Race/Ethnicity,Hispanic
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,30.45,Gender,Male
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,26.9,Race/Ethnicity,Multiracial
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,23.55,Race/Ethnicity,Other
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,29.05,Overall,Overall
2015,2,New Jersey,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,32.05,Race/Ethnicity,Caucasian
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,30.85,Race/Ethnicity,African American
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,34.8,Gender,Female
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,33.15,Race/Ethnicity,Hispanic
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,37.3,Gender,Male
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,46.8,Race/Ethnicity,Multiracial
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,39.2,Race/Ethnicity,Other
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,36.05,Overall,Overall
2015,2,New Mexico,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,37.55,Race/Ethnicity,Caucasian
2015,2,New York,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,27.5,Race/Ethnicity,African American
2015,2,New York,Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,27.9,Gender,Female
